merchant_id,merchant_suburb,merchant_state,merchant_long_lat
ce9cbaca-6895-4554-a753-c50c43239c15,Mount Waverley,VIC,145.11 -37.88
d1975543-9c34-4f1d-8f7d-980d0e2f024f,Kingscliff,NSW,153.58 -28.28
2f7f4723-b7eb-43b6-9ad0-57559504dacc,Croydon,VIC,145.28 -37.8
6af715f2-d900-48df-844c-0d027f9d24fb,Chatswood,NSW,151.18 -33.8
f91add47-f896-4fbd-b60f-4e59aa1a1bbb,Melrose Park,SA,138.57 -34.98
2d3f9099-eb95-48d7-8e34-ef4c4f1e492b,Cremorne,VIC,144.99 -37.83
fcf5c03b-d2cd-4db2-b651-f85210f5b3a9,Fitzroy,VIC,144.98 -37.8
d09979db-ed1b-4221-acca-34a33fdc4dcf,Cannington,WA,115.94 -32.02
520d1c8d-2f13-46a4-a256-134e2658a012,Alice Spring,NT,130.84 -12.44
780c3e1e-47b6-49d3-a59f-6c86b4d1c924,Ormeau,QLD,153.25 -27.76
78efdc7f-9740-4b1f-a08f-d9961b2608a7,Oxenford,QLD,153.31 -27.89
8f286c4f-06a4-451e-b856-5e06a5643171,Salisbury Downs,SA,138.62 -34.77
822070b9-6b55-4157-8b84-7fa07ead3d35,Bonnyrigg,NSW,150.88 -33.9
1463608f-b5ce-4d76-b951-aff54bb974f9,Kelvin Grove,QLD,153.01 -27.45
1e9792a8-f3bd-4ba0-836d-8429121e01da,North Sydney,NSW,151.21 -33.84
4b04d36a-f184-4004-a254-28a85a12a090,Malvern,VIC,145.03 -37.86
a6a414b6-1be5-41ee-b02b-a66e9390858d,Preston,VIC,145.03 -37.74
35b95b67-37cd-43e1-9df8-0e59db28f6c1,Wheelers Hill,VIC,145.19 -37.91
0af0f388-4465-4178-8b23-1f86aac4f98b,Como,WA,115.86 -32.01
c7bdbb16-87dc-4857-9882-82eca7eaa9c2,South Wharf,VIC,144.95 -37.83
53e94c1f-1634-48fb-aef8-71f118c8dda7,Norwood,SA,138.64 -34.92
855d0474-b763-4e85-9b3c-3b5ddf0e8dc2,Randwick,NSW,151.24 -33.92
507cfd1d-e392-48c9-8396-4fed929512dd,Rowville,VIC,145.27 -37.93
35f17316-3cba-4383-b2ba-07745f007afb,Greenacre,NSW,151.06 -33.91
7e4c128c-110a-45ad-b13d-e8a18b81eef3,Brisbane Airport,QLD,153.08 -27.41
e9e92c26-7708-4913-b4c7-bd777edac937,Armadale,VIC,145.01 -37.85
865c26d0-9dfd-4569-8f2d-67620c5121f5,South Granville,NSW,151.01 -33.85
985c2daa-14e0-4698-936b-c4552273c0dc,Kingsbury,VIC,145.04 -37.72
a2723a55-29d2-440b-ac81-70510d75851d,Fitzroy,VIC,144.98 -37.8
945cc016-0daf-4285-89d3-ef76df6e477a,Hawthorn,VIC,145.03 -37.82
d2f77f77-a2e6-4288-ac29-97e23e224f94,Greenwood,WA,115.81 -31.83
60a729cc-dad1-42a2-b944-da711498bba7,Docklands,VIC,144.95 -37.82
51f36393-7951-4b4a-b569-d1689f4b1cd3,Dee Why,NSW,151.28 -33.76
f0d7db8f-2e69-486d-8a2f-6ec33bb68fb3,Airport West,VIC,144.89 -37.71
b9a914a9-e469-44f9-af45-2ccd34e5adac,Port Lincoln,SA,135.86 -34.72
0de914e5-d9d9-4dfa-aae8-6cae722a1c53,Bass Hill,NSW,151 -33.9
19cd8160-fb02-4288-89ea-e457cb22ea27,Paddington,NSW,151.23 -33.88
00fde36e-134b-4a44-9eb2-4d51eab494f2,Kilburn North,SA,138.58 -34.87
95feeef0-22e1-40ff-b7cb-ca6220234e20,Vincentia,NSW,150.66 -35.08
1bbee098-5421-4236-961f-b93cf7a1c1e6,Padstow,NSW,151.04 -33.95
65633340-2daa-4ef9-9592-0a4194581db1,Granville,NSW,151.01 -33.84
82b10172-94af-4f92-9c4c-82b7c2e76d68,Beaconsfield,NSW,151.2 -33.91
fe66093d-89d4-4bb8-ab80-a8366816ace0,Sydney,NSW,151.21 -33.87
19778b77-0a69-41f6-af81-346746d14a87,Thirlmere,NSW,150.57 -34.19
dd84b7c1-a725-4da6-896a-15d1c788ccfe,Maryborough,VIC,143.74 -37.05
fd8549ee-2267-4a84-b019-4538e3ecf9e0,Alexandra Hills,QLD,153.22 -27.52
206e9f71-0576-48fd-8b88-0cd72191ef67,South Brisbane,QLD,153.02 -27.48
4a9092f7-260a-4ac8-b6ef-f751eaaf71d2,Adelaide,SA,138.6 -34.92
fb652c27-58b0-4257-9b10-bfef39163eac,Randwick,NSW,151.24 -33.91
0d334319-a990-47d5-9d01-ff172cf8448e,Fairfield,NSW,150.96 -33.87
58e9515d-2cdf-4f69-94d7-47d9fbf54e7a,Mascot,NSW,151.18 -33.92
4d67f493-f181-4480-be5e-215c36812157,Green Valley,NSW,150.87 -33.91
018eef24-15d1-480b-82c7-616d1588ccdd,Narrogin,WA,117.18 -32.94
7ee161ae-2fe3-4195-b339-448457dcf085,Richmond,NSW,150.75 -33.6
6d74ef2f-57b5-4c6b-93a3-bbd3bb7ab8e4,Mortdale,NSW,151.08 -33.97
0d9b4621-238e-4057-8e52-809fc42aaebd,Berserker,QLD,150.52 -23.36
e1a66027-c32d-4496-8893-09133188b1ec,Kotara,NSW,151.71 -32.94
7f200fca-0af9-471c-a81a-6704489e8f3a,Muirhead,NT,130.9 -12.36
e2286df2-81db-4396-9078-5ef1e4073831,Kingsbury,VIC,145.06 -37.7
d6a3deff-35b5-45a7-a536-30891f40cfc7,Melbourne,VIC,144.96 -37.81
fd0fd393-5324-45a7-b68a-fa035f53cef1,Glen Iris,VIC,145.05 -37.86
7f91b94c-2473-4cdb-b83f-f7a9412b880b,Braddon,ACT,149.13 -35.27
46a57a24-c922-4ed2-96c6-e012b4e2c8d3,SYDNEY,NSW,151.21 -33.88
699e62c6-1ee3-4051-affb-b8032953afd8,Drummoyne,NSW,151.16 -33.85
4c4bfc7b-72a9-493f-91fe-f540f55dbe1c,Armadale,VIC,145.03 -37.86
ab1f8945-4a5e-40b8-9875-08d15b2c7c73,Heidelberg West,VIC,145.04 -37.75
f600d2d8-6d0d-49ed-896e-474109610f19,Endeavour Hills,VIC,145.25 -37.97
ed58e1b1-e3b9-4159-8ca5-01a64eae3580,Booragoon,WA,115.84 -32.03
1494b559-da20-4557-a0ba-cf1859f42748,Zetland,NSW,151.21 -33.91
0bbb6cf4-2b52-40d2-87bc-260688679d24,Blacktown,NSW,150.91 -33.77
df25a4bb-4407-4b91-b269-aa94f6b78ae7,Highton,VIC,144.32 -38.2
8b80dbad-10e8-4ad3-a491-d0d94f318be7,Armadale,WA,116.01 -32.15
4700f1bb-010a-43d6-91fa-0c1110bed731,Melbourne,VIC,144.96 -37.81
f0eafe9c-a6de-4e93-8841-593cf4e67ff3,Glen Waverley,VIC,145.16 -37.89
04f1f4ef-1ffa-4038-9ff2-e2924bdd6efb,Ashmore,QLD,153.34 -27.98
ed0a9483-d142-44b0-a5d4-4aa2a8daaab1,Darwin City,NT,130.84 -12.46
7ddd2b1f-49e4-47db-a51a-63fc7ac38817,Sunnybank Hills,QLD,153.06 -27.59
08ecf547-7c8e-4a48-8b3b-4bc73ef65c02,Mount Gambier,SA,140.79 -37.81
142d45ab-8d51-47d2-87ad-cb2bbf7e23fc,Margaret River,WA,115.07 -33.95
47392c25-91e7-4803-9a4c-f26571922b85,Camberwell,VIC,145.08 -37.83
c6e24dac-a68f-4db8-9c3c-33d2ebd86f22,Kedron,QLD,153.04 -27.42
18625e36-e8c7-4ca4-a0fc-9a4bb4f28bff,Diamond Creek,VIC,145.16 -37.67
ffcc5e3d-1bb8-4357-9e08-7ac5e20ed4c9,Carrum Downs,VIC,145.19 -38.1
dc4dd283-2d33-4ef8-966d-96b61ce95a4b,Dunsborough,WA,115.11 -33.62
031cd041-d76e-40a8-a5ec-d2abfe1f0401,Docklands,VIC,144.95 -37.82
176a01ec-0cd5-4763-88e5-563d120ed7ad,Brisbane City,QLD,153.02 -27.47
f0b50df1-e111-4d7d-819a-e0454bc8513c,Lake Cathie,NSW,152.85 -31.55
13b56cec-9433-473e-a12f-5c81d27a24ae,Albany,WA,117.88 -35.02
1bb56657-3576-4e98-bd10-203c737f1e3b,Toowoomba City,QLD,151.96 -27.57
a50076c2-94a8-4d85-9c15-35ce2c31c67f,Adelaide,SA,138.59 -34.92
941a066b-ac42-4ba4-b425-fabdd20547ba,Chirnside Park,VIC,145.31 -37.76
bc51596f-a3e1-4601-bf5f-89c26e4272ee,Naremburn,NSW,151.2 -33.82
576dc70d-eaf7-43e8-9382-09fd22a66854,Woodlands,WA,115.8 -31.9
daa7c3ae-c00a-45ae-89b1-db88d8ab4fe6,Docklands,VIC,144.95 -37.82
a6a341db-200c-4833-a93d-893d18b019ea,Southbank,VIC,144.96 -37.82
550ac697-db6b-42fb-94f5-6728b52b2616,Melbourne Airport,VIC,144.85 -37.67
cd32bde7-1b61-404e-b093-3ba8ed7f5ebf,Mount Gambier,SA,140.79 -37.83
f3419ce8-536c-4dcf-9d0c-12c9aed8c55c,Bankstown,NSW,151.04 -33.92
31312403-0025-44ea-9d7f-4c7ad378eacc,Thomastown,VIC,145.03 -37.68
c9a7d15f-11e9-40e7-a480-33b22a4c5f1a,Adelaide,SA,138.59 -34.92
306fcc0c-c74a-48f6-b024-136cc07384c2,Nundah,QLD,153.07 -27.41
8732ce7a-f43b-4402-aa94-0583c1d5e0ed,Castle Hill,NSW,151.01 -33.73
9e374454-85d1-4685-8d0e-a88274a31e51,Sydney,NSW,151.21 -33.86
d86f2741-9291-407e-af23-a1a672eec818,Brisbane City,QLD,153.02 -27.48
52be1d52-533e-45ec-8f27-7721f9535c87,Green Valley,NSW,150.87 -33.91
5375b001-92ed-4d0d-880d-e1703ca3bb05,Rocklea,QLD,153.01 -27.54
a073f521-2c74-4143-a402-ad36bcf49b62,Yarrawonga,NT,130.98 -12.47
c116ba5b-0b90-4aa4-a71b-a1b1c6a8ed18,Preston,VIC,145.03 -37.74
5964d2b3-5967-4c0e-afdb-37f9fd523d23,Parramatta,NSW,151 -33.82
3b891da7-8910-4ca0-bd80-70c7d49b24d5,Nowra,NSW,150.6 -34.87
8873aa3e-bf5a-48e5-8781-05888d95fd80,Reynella,SA,138.53 -35.1
6fd957ea-4b2c-4ea3-bc54-032ee5c7c08f,Darwin City,NT,130.85 -12.47
47006eee-a018-4b07-8f14-bddf4b824fef,Melbourne,VIC,144.96 -37.82
457d85df-5803-40b8-92fb-8e3645141de7,Hamilton,NSW,151.75 -32.92
b3b5cd3e-27ce-4a49-b7d4-43f4ee0981bb,Kew,VIC,145.04 -37.81
76203fea-df0e-4e9c-bcd9-6a33418a72cf,South Morang,VIC,145.07 -37.65
ce147a40-090d-4945-8933-f67c02d087be,Belgrave,VIC,145.35 -37.91
bc24f831-0bed-4afd-bd89-3d9c0292b78f,Balgowlah,NSW,151.26 -33.79
0e3bac29-6ad3-4efe-8843-019a88b23007,Wagga Wagga,NSW,147.36 -35.12
14fe61e3-382c-4857-a990-3cfec2f7f99b,Parramatta,NSW,151 -33.82
a6a61ac0-2d37-4dc2-89eb-4cb5fce379d1,Clayton,VIC,145.12 -37.93
6f918ce9-bb34-4e2f-9df2-d8bef7233b2b,Rouse Hill,NSW,150.91 -33.67
7b56f8a3-0751-497d-baad-ee2027461b0c,Mona Vale,NSW,151.31 -33.68
1c7c5189-a531-4ca5-9696-36b25253201a,Chatswood,NSW,151.19 -33.8
7a2f5cbb-efb5-44d0-9f4b-49c7c2b14c38,Castle Hill,NSW,151.01 -33.73
9a717cc8-4f70-4f9f-98b7-66e1c124839a,Armadale,WA,116.02 -32.15
877c3184-2b92-448b-9b90-fc1e328a5a03,Westminster,WA,115.84 -31.87
a1dbeae7-c107-43c9-8d39-b7011109179d,Wantirna South,VIC,145.24 -37.87
793f2016-33cd-48ae-8c31-0b032f115623,Castle Hill,NSW,151 -33.73
806ef382-e4c5-4279-8492-cc1197def784,Bibra Lake,WA,115.84 -32.09
ef4ec0b9-93e5-4374-bfa2-a1cded0c1670,Vermont,VIC,145.2 -37.84
d6508847-14b8-4cb6-91d3-d72bb8ac0d33,Kaleen,ACT,149.1 -35.22
62d827c0-2d51-4959-b917-997e8e70edd4,Eltham,VIC,145.15 -37.71
d3624e41-20b8-4226-a0b6-af6adb623309,Kogarah,NSW,151.13 -33.97
c3c23f78-96e5-4742-af04-e90764e601de,Roselands,NSW,151.07 -33.94
e387c054-20aa-4d9e-9157-2fc50267aa1f,Dandenong,VIC,145.22 -37.99
e545d8ee-0293-4479-87fc-32837ea47c60,Darwin City,NT,130.84 -12.46
190121ea-eb46-487d-8c31-c723c402f38f,Noarlunga Centre,SA,138.5 -35.14
a97685c3-4402-4767-8f87-5aba91a3d177,Keysborough,VIC,145.17 -37.99
412d7d98-c415-4a19-9423-3bd4fa92af09,Sunshine West,VIC,144.79 -37.8
03ae6833-0686-486b-ad5e-506357c9ad7b,Laverton North,VIC,144.82 -37.82
0e0e608d-6695-44b1-8e29-4e73db757a2b,Glen Iris,VIC,145.08 -37.85
2a114f24-eba6-4627-8eff-cb3621ad7099,Balaclava,VIC,144.99 -37.87
bbb440c1-b963-49c8-9e86-6497055b9f1a,Madeley,WA,115.82 -31.82
ac5da399-3ad5-40b0-928c-040c6d2852f6,Liverpool,NSW,150.92 -33.92
4ecb3f5e-07f3-4865-8db4-ec2fa99e8454,Glen Innes,NSW,151.74 -29.74
7ba901bb-74a6-4f92-a67b-09910a832a30,Arncliffe,NSW,151.14 -33.94
641687b0-7958-4bd7-99a8-6d25e18bde46,Canterbury,VIC,145.08 -37.83
068b77f0-0af3-4fca-9bb2-7cf408363092,Mulgrave,VIC,145.15 -37.93
5fbffac4-fc71-45e3-86ef-e287258e1610,Yarrawonga,NT,130.98 -12.47
eede62c3-8e5e-4b3e-9d5e-75f3a4b32fb9,Wentworthville,NSW,150.96 -33.81
97b564f0-fb0a-4ad4-99c3-e85ff34eafa7,Kensington,VIC,144.93 -37.79
3002605a-1a77-4c85-a768-cbc31e2e1ca4,Eltham,VIC,145.15 -37.71
b9243e36-0774-4ecf-9f2b-5680cccbfa12,Apollo Bay,VIC,143.67 -38.75
d7b8f51e-1832-4609-8d34-3e2de4445823,Wagga Wagga,NSW,147.36 -35.12
c5330572-8d74-4658-ba4d-e965094ab166,Footscray,VIC,144.9 -37.8
2fa9e975-6e09-4152-baad-6e3f3c762b98,Darwin City,NT,130.85 -12.47
625ee8cf-38a2-4115-97bd-9b8c7c5a53d0,Mount Waverley,VIC,145.13 -37.88
a03db1e2-6e3e-408b-a023-355149eaaf18,Croydon,VIC,145.28 -37.79
96d8c93f-1d3a-4853-b08f-84d87ca73475,Phillip,ACT,149.09 -35.35
80c79cfc-4123-4733-bae7-bbfbb92b3610,Nowra,NSW,150.61 -34.87
feff3519-afd1-4bf9-84f8-7add57b84d0d,Perth,WA,115.86 -31.95
4a67d7a9-5b74-4439-bb74-8565c22bf7d1,Docklands,VIC,144.95 -37.82
803c3de8-6590-42cc-b5f2-95d9d597750c,Sydney Olympic Park,NSW,151.07 -33.85
dfaa4def-1abc-479f-8bb4-06670a1fa5be,Baulkham Hills,NSW,150.99 -33.76
f97bc810-6886-4cbc-a79c-48ab1f6285aa,Broadbeach,QLD,153.43 -28.02
c9eea420-8414-40c3-bb4a-104465d3a461,Carina,QLD,153.09 -27.5
2c38c1f8-9044-46eb-8a94-e86e36923198,Burnside,VIC,144.76 -37.76
5649ea7f-a589-49e7-b3d3-9724eb67cae2,Adelaide,SA,138.6 -34.93
3e900109-863e-431a-8287-2ff69fe3b8f2,Woollahra,NSW,151.25 -33.89
2c4cac87-8586-4eda-8b3d-fe7be164fa00,North Nowra,NSW,150.6 -34.86
6482805d-491b-4f43-89ac-123404c0faee,Thornbury,VIC,145.03 -37.76
eafe401d-dcda-483c-97f1-469d4482d417,Gerringong,NSW,150.83 -34.75
336ca04c-f848-4d67-8eee-aab0764ad90c,Kwinana Beach,WA,115.77 -32.25
26ee250f-6a04-4400-95c0-173695c87fb5,Inverell,NSW,151.11 -29.77
16749edf-3f58-4cd1-98c5-b1fb8a5e6cdb,Camberwell,VIC,145.08 -37.85
cc86f6d6-f1ba-41cc-98f6-5f259a4feef3,Carlton,NSW,151.13 -33.97
3de8133f-edc1-4361-9e29-9d56c03f46a1,Lakemba,NSW,151.08 -33.92
d1af80fc-8d5f-4e56-9305-a3028370c49d,Chadstone,VIC,145.08 -37.89
74988af2-9cec-49e5-9f8f-21bdacc80cd9,Hamilton,VIC,142.03 -37.74
a06fdf17-f061-41ba-80b3-45506a8eac12,Springwood,QLD,153.12 -27.61
383acd24-6920-4f3f-89ec-28f47e5f09c3,Eastgardens,NSW,151.23 -33.95
94af0f57-45d9-498a-afdc-3e2ede08c20d,Melbourne,VIC,144.97 -37.82
0d664706-a593-4876-9db5-2f453864913c,Sunnybank,QLD,153.06 -27.57
bbde3dae-ae79-4b6b-bb03-4d91a7f98b3b,Eastwood,VIC,147.63 -37.81
6d5a36a7-9f83-40c2-94b9-4fb9e5f2dc23,Fyshwick,ACT,149.18 -35.32
08c9b3df-8797-4d02-8c6c-3e402c654375,Crows Nest,NSW,151.2 -33.82
139e3953-2293-4ab6-9a2e-52991715d8d1,Camberwell,VIC,145.09 -37.85
cc9bc423-e43a-46cb-abd0-00961d3d48e6,Duncraig,WA,115.79 -31.85
13578b5a-239e-4ff9-b704-3b4b30a83845,Toowong,QLD,152.99 -27.48
3c448602-e0d2-4ea4-8c79-89dd34f1e95f,Ferntree Gully,VIC,145.27 -37.88
7981975a-ab6a-463f-9003-55579315e8f8,Arndell Park,NSW,150.87 -33.79
dd40bbd2-2af1-40d7-bc51-ae34535db828,Doncaster East,VIC,145.17 -37.76
68eb023d-f10b-404c-9e15-2bb50fc44ad6,Camp Hill,QLD,153.07 -27.5
4f031f12-e88a-464b-bfe5-ceb5695d753b,Alexandria,NSW,151.2 -33.92
8d12783c-af96-4601-ad0e-73fd7c000934,Melbourne,VIC,144.96 -37.81
ae191b3d-c7cd-4795-9ffa-3da841a76e35,Arana Hills,QLD,152.96 -27.4
ed7a908d-e7ba-48c5-9b41-5b4835b13247,Robina,QLD,153.39 -28.08
69092272-47e1-4a35-9dcc-683f750cb571,Bass Hill,NSW,150.99 -33.9
40d4861e-3cc9-428e-bf8f-e830aa593564,Brisbane City,QLD,153.02 -27.47
e339b7bc-2843-4ccd-a211-26f2965b969c,Eaton,NT,130.86 -12.4
fd81629c-a33b-4221-8caf-a9caf6691787,Modbury,SA,138.69 -34.83
f2691787-4a31-451d-9a4d-dceb639ae983,Alexandria,NSW,151.2 -33.92
accc7dc4-650d-444a-a496-45cbe2403caf,South Yarra,VIC,144.99 -37.84
00eed26c-aaf7-4b07-bd30-cd03f741c90d,Mount Gravatt East,QLD,153.07 -27.53
03b7047b-72fa-41ba-9b20-e8c2c8312bf0,Phillip,ACT,149.08 -35.35
64289ba2-0923-4fec-b762-c3bab5d337d3,Rouse Hill,NSW,150.93 -33.69
29ca19f2-f0eb-4925-8dac-d36357610087,Maribyrnong,VIC,144.89 -37.77
9d07fa84-55ae-4bdf-b38c-c74924dc5e2f,Wantirna South,VIC,145.24 -37.87
d4acd296-f531-4576-8fdd-e91a92a7ff44,Sydney,NSW,151.21 -33.87
82870677-c75b-4a97-bc13-acdb5bef0d71,Hoppers Crossing,VIC,144.7 -37.88
2472999f-233d-4184-b4b6-24cfe5b25268,South Bunbury,WA,115.64 -33.35
16ea7b98-1467-47be-b798-9ac281a50ca7,South Melbourne,VIC,144.96 -37.83
8f48b018-626c-4dec-add6-a91f3e372086,Winnellie,NT,130.88 -12.43
cbe9c88e-3052-4e1a-8978-47f261274f00,Bonnyrigg,NSW,150.86 -33.89
46000757-9873-4003-a8f1-f7a15cdc5b25,Hinchinbrook,NSW,150.86 -33.93
49870fad-8e92-408f-9909-e411824b59f0,Richmond,NSW,150.75 -33.6
1c968353-0209-4d4a-8fec-1388cfc4e900,Adelaide,SA,138.6 -34.93
8020a6f5-714a-430e-8bdc-56e165d7f8da,Highland Park,QLD,153.34 -28.01
b5a3852f-4c2c-4de8-8d06-5f3d5b76c45c,Mascot,NSW,151.18 -33.93
eb1b9e25-f2ea-4de6-80f2-06a2e4a7a141,Seaton,SA,138.51 -34.9
4a8af3dc-01df-4c80-ad93-997f7a63e238,Taylors Lakes,VIC,144.78 -37.7
635f047e-65f0-4c24-8596-9ef6c1df36fb,Camberwell,VIC,145.06 -37.85
257daa01-b458-46f0-905c-221bf98a5669,Annerley,QLD,153.03 -27.51
885d0e80-22ed-410a-8d35-8e2fe961aa9d,Docklands,VIC,144.95 -37.82
8b7b82ac-e475-433a-8dfb-8649e0a02514,Joondalup,WA,115.77 -31.74
e9f8880c-2050-4365-85df-2d7207959319,West Lakes,SA,138.49 -34.88
f3b34d30-5d79-4cf1-85d4-094737b5e5e3,Hindmarsh,SA,138.57 -34.91
32903f6b-7d4e-42d6-a195-b70c71645d6d,Morley,WA,115.9 -31.9
5fa60a42-096d-4d97-b830-fb70f449dd4a,Birtinya,QLD,153.13 -26.75
13f6f06c-14be-4f90-b258-20408ff820b6,Adelaide,SA,138.6 -34.93
035fde6b-0983-444b-895f-fc7e6f58edfe,Busselton,WA,115.35 -33.65
4d13e895-2453-4bbd-bbf1-99cb6dc83c41,Templestowe Lower,VIC,145.11 -37.77
25b0fa43-750c-4c0c-b4ec-0c858600bc6d,Berry,NSW,150.7 -34.78
1548e270-35fb-4848-874f-46fc72569df1,South Perth,WA,115.86 -31.98
42d41c86-bbae-4a5a-a838-a7ae397f17ec,South Fremantle,WA,115.75 -32.07
294d0299-6194-4e98-9236-c9579956d082,Sydney,NSW,151.21 -33.86
3066388c-cb19-4379-90a2-19e36a06c167,North Adelaide,SA,138.61 -34.91
bd85d473-00fd-46dc-bbd4-b781170cae0c,Mosman,NSW,151.24 -33.83
1a62cc95-5da2-4d2a-990b-c297c2405195,Dingley Village,VIC,145.13 -37.98
043c52d1-33ca-4214-8f34-3f549afaebce,Randwick,NSW,151.25 -33.91
4169b2ec-88ea-4de2-9323-7ce2ecc2b86f,Barmera,SA,140.46 -34.25
9f373ff3-b14b-4b51-ade4-c361bcd5499d,Noosa Heads,QLD,153.09 -26.39
e476a3a6-335b-4919-a14f-6264a6ca2b20,Mount Lawley,WA,115.87 -31.94
d2017cb5-ce4f-4e77-b5f3-4c1f5c0cb3a5,Yarraville,VIC,144.87 -37.81
9d1dd1b7-4360-4d25-b7b8-8faa9ea6e2f8,Brighton-Le-Sands,NSW,151.15 -33.97
c2b7e3fe-d17c-4415-b0ff-2625531bc331,Prairiewood,NSW,150.9 -33.86
35e00b7c-1d21-4926-a645-2df4694163e8,Lonsdale,SA,138.5 -35.1
98d1a1bd-3c96-42fb-98e8-eeacb5d1ed47,Melbourne,VIC,144.96 -37.82
d341eff8-8e3c-463a-acae-4e80f5e208c2,Blacktown,NSW,150.89 -33.78
5dff36d2-8931-400a-ab57-8ec3a5e2879c,Alpine,NSW,150.52 -34.41
5889edf0-d375-4bd8-9268-0017d60fda33,Ballan,VIC,144.24 -37.59
89c36d50-d37a-4b9e-8443-152ab3e77cc9,Broken Hill,NSW,141.47 -31.95
8518e2c6-a212-47ba-8430-7487d085037c,Balwyn North,VIC,145.09 -37.8
eabdc5f5-9090-455d-b65d-5d5e08800e98,Wooloowin,QLD,153.04 -27.42
02dc8434-5ba7-40ee-b1c5-5771560e0c1d,Nowra North,NSW,150.59 -34.87
50509899-e929-4d8e-bdd9-5e7faef2fa91,Surry Hills,NSW,151.21 -33.89
9e765397-3424-4d26-aab1-a37a4b5f5c96,Herne Hill,WA,116.01 -31.83
a3adc59f-5e58-4d80-afb2-f00d23c324d9,Adelaide,SA,138.6 -34.93
0680bf59-f888-4497-abb0-51caf22f7aa9,Broadbeach,QLD,153.43 -28.04
0de75523-e772-4706-bd59-350afa6d3907,Manly,NSW,151.29 -33.8
da9a82a8-4e5c-4c7a-8032-dd3e08c37c58,Richmond,VIC,145 -37.83
51e6a9c9-fd75-49fb-b774-2ce12042bbdc,Victoria Point,QLD,153.28 -27.59
c413a9a5-efe0-4b77-9138-af5afd0fa758,Camperdown,NSW,151.18 -33.89
d5e0405e-956b-429c-bab8-8ec555b86f7b,Moorebank,NSW,150.95 -33.93
d1914cd8-5226-4cb0-9adc-8c5eb35d07ce,Highland Park,QLD,153.33 -28.01
3537d391-1906-4e29-ac70-130997ca8438,Coffs Harbour,NSW,153.09 -30.32
b27689af-4d1e-49b2-b3af-4139ac5d2b6c,Arundel,VIC,153.37 -27.94
6d2d226a-71f5-4f0d-8d84-1f1cc999470a,Biggera Waters,QLD,153.39 -27.93
6e17103e-29c5-454a-b437-ef36efb7afda,Brisbane,QLD,153.03 -27.46
215e3686-58cc-471e-9cfb-337fe006c84d,Biggera Waters,QLD,153.39 -27.93
cdb5aa98-3008-4c5e-9ad9-8c6faada1788,Brookvale,NSW,151.27 -33.77
7714a613-3013-46d8-8b95-a11e2e79801b,Parkville,VIC,144.96 -37.78
bb894766-dd09-429c-9450-c7c778fb1a27,Taringa,QLD,152.98 -27.49
561da974-7020-4548-835e-79727643471d,Biggera Waters,QLD,153.39 -27.93
3e22ce7f-00af-4c37-a778-515ab2186f93,Cannon Hill,QLD,153.09 -27.47
db23d39e-b726-4baf-bded-fd7bf30af2c5,Glen Waverley,VIC,145.17 -37.88
cb54ec1c-4a25-4c3c-87ac-82d1daf10607,Blackwater,QLD,148.89 -23.59
be166397-db38-4c47-a672-ec0705ee4a6f,Brisbane City,QLD,153.02 -27.47
6f7dccf6-2327-4ce1-9a4d-a2c57201c2fa,Maribyrnong,VIC,144.89 -37.77
cd2b4b28-c008-435a-afdf-4dd03747f6e7,Brisbane City,QLD,153.02 -27.46
702740d3-39eb-41db-8047-dd0ed8402256,Fremantle,WA,115.75 -32.06
7b0efea6-175f-4d87-b096-e32fb6281da0,Gosnells,WA,116 -32.07
6d5123a4-2e72-4fd3-9892-1b84bcd5e084,Benowa,QLD,153.4 -28.01
1fb39dd7-1ada-40a2-9948-bc19b0581dff,Roxburgh Park,VIC,144.93 -37.64
dbf64945-4826-4200-aa53-973fce7c9b9c,Highgate,SA,138.62 -34.96
fb8b1c61-aa5b-4830-bb26-810929d6aa85,Terrey Hills,NSW,151.23 -33.68
547ea2f7-a774-4edb-b284-e7730ad7dec9,Smithfield,SA,138.69 -34.69
30e1920f-6a0a-4405-b444-b48caeb2bc5c,Newman,WA,119.73 -23.37
9b8cd3ba-a8fd-4c32-b0b4-980862feca16,Duncraig,WA,115.77 -31.82
f9179fe3-5d59-4119-8562-c54a05269bb8,Balmain,NSW,151.18 -33.86
99de3c07-fc81-4cde-bfbc-d652d621e26f,Sydney,NSW,151.21 -33.86
601bc008-50c1-4dad-9ea0-5f52273a2480,Runaway Bay,QLD,153.4 -27.93
5a99b1bd-249f-4841-a402-57bb79e5d2c1,Plainland,QLD,152.42 -27.56
51bed653-b991-46e2-af21-8f5a76492eb7,Melbourne,VIC,144.96 -37.81
02bfed71-b829-462d-bcf4-7f143ca7766b,Croydon,NSW,151.13 -33.87
d1f233cc-3f37-4c24-a188-7d842a11bb3d,Melbourne,VIC,144.96 -37.81
6e6da949-1cd4-4615-8359-619f52f34184,Rochester,VIC,144.7 -36.36
f39e8c3c-b44b-4879-8087-ca556de62378,Tanah Merah,QLD,153.18 -27.68
3c702f7c-61b3-454e-93f7-508b5da49dab,Essendon Fields,VIC,144.91 -37.73
96454e2a-ea7e-4c25-9d99-728b7160d2c8,Mansfield,VIC,146.09 -37.05
80093cfc-3524-4332-8687-65ecff733965,Melbourne,VIC,144.8 -37.74
98be2e04-ead8-4457-9f0a-18a63ec28153,Highgate Hill,QLD,153.02 -27.49
